Dates,Total Consumption,was_missing,DayOfWeek,DayOfMonth,Month,Quarter,DayOfYear,WeekOfYear,Year,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,Month_sin,Month_cos,lag_1,lag_7,lag_30,lag_365,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2015-03-26,3129.9999999999995,0,3,26,3,1,85,13,2015,0.43388373911755823,-0.900968867902419,0.9941098647022418,0.10837701279187609,1.0,6.123233995736766e-17,3075.8,2900.1,2742.7578125000005,2825.4999999999995,2979.1428571428573,105.6132544892555,2765.298072916667,166.49947565209519
2015-03-27,3059.1,0,4,27,3,1,86,13,2015,-0.433883739117558,-0.9009688679024191,0.9958270335100595,0.09126072172931188,1.0,6.123233995736766e-17,3129.9999999999995,2888.8,2738.815625,2833.1,3003.4714285714285,100.84072778870299,2775.97421875,174.80422901800955
2015-03-28,3040.0,0,5,28,3,1,87,13,2015,-0.9749279121818236,-0.2225209339563146,0.9972495210773451,0.07411742515094437,1.0,6.123233995736766e-17,3059.1,2901.6000000000004,2734.8734375000004,2760.3,3023.242857142857,90.58448831788255,2786.1451041666664,181.0939904213761
2015-03-29,2899.5,0,6,29,3,1,88,13,2015,-0.7818314824680299,0.6234898018587334,0.998376906467142,0.056952196034039754,1.0,6.123233995736766e-17,3040.0,2847.9,2506.2265625000005,2812.2,3030.6142857142854,74.63255385715561,2799.25421875,174.23680314358663
2015-03-30,2849.5999999999995,0,0,30,3,1,89,14,2015,0.0,1.0,0.9992088560679753,0.03977011384605572,1.0,6.123233995736766e-17,2899.5,2972.6,2502.2843750000006,2834.4000000000005,3013.0428571428565,100.54794639281577,2810.8314062500003,165.12462534888527
2015-03-31,2903.5999999999995,0,1,31,3,1,90,14,2015,0.7818314824680298,0.6234898018587336,0.9997451236925734,0.022576263041545485,1.0,6.123233995736766e-17,2849.5999999999995,3037.3,2498.3421875000004,2749.1,2993.942857142857,107.62202155605706,2824.3399999999997,154.94160768851788
2015-04-01,2909.8000000000006,0,2,1,4,2,91,14,2015,0.9749279121818236,-0.22252093395631434,0.9999855506507186,0.005375731557583884,0.8660254037844387,-0.4999999999999998,2903.5999999999995,3075.8,2494.4000000000005,2720.2999999999997,2970.2285714285713,104.83149517656916,2838.1866666666665,142.50121048084102
2015-04-02,2920.9,0,3,2,4,2,92,14,2015,0.43388373911755823,-0.900968867902419,0.9999300657962057,-0.011826390691832589,0.8660254037844387,-0.4999999999999998,2909.8000000000006,3129.9999999999995,2657.9000000000005,2745.1000000000004,2940.3571428571427,78.10050911365403,2846.9533333333334,139.0762423830956
2015-04-03,2858.1000000000004,0,4,3,4,2,93,14,2015,-0.433883739117558,-0.9009688679024191,0.9995786855478958,-0.029025013321975237,0.8660254037844387,-0.4999999999999998,2920.9,3059.1,2682.5999999999995,2778.5999999999995,2911.6428571428573,62.573872533284515,2852.803333333333,135.5715092725461
2015-04-04,2817.7,0,5,4,4,2,94,14,2015,-0.9749279121818236,-0.2225209339563146,0.9989315138848577,-0.046215046983708354,0.8660254037844387,-0.4999999999999998,2858.1000000000004,3040.0,2720.7000000000003,2741.3,2879.8857142857146,38.26013715657699,2856.036666666667,133.45239493033824
2015-04-05,2844.333333333333,1,6,5,4,2,95,14,2015,-0.7818314824680299,0.6234898018587334,0.9979887423155984,-0.06339140486951038,0.8660254037844387,-0.4999999999999998,2817.7,2899.5,2653.9000000000005,2800.1499999999996,2872.004761904762,39.216310989446434,2862.384444444445,127.92045173428
2015-04-06,2870.9666666666667,1,0,6,4,2,96,15,2015,0.0,1.0,0.9967506498213929,-0.08054900421874167,0.8660254037844387,-0.4999999999999998,2844.333333333333,2849.5999999999995,2587.100000000001,2858.999999999999,2875.057142857143,37.99429642523346,2871.8466666666664,116.87773406558615
2015-04-07,2897.6,0,1,7,4,2,97,15,2015,0.7818314824680298,0.6234898018587336,0.9952176027737294,-0.09768276782171598,0.8660254037844387,-0.4999999999999998,2870.9666666666667,2903.5999999999995,2596.9999999999995,2859.2,2874.2000000000003,37.30447297182536,2881.866666666667,104.75953892685845
2015-04-08,2915.0999999999995,0,2,8,4,2,98,15,2015,0.9749279121818236,-0.22252093395631434,0.9933900548258936,-0.11478762552212701,0.8660254037844387,-0.4999999999999998,2897.6,2909.8000000000006,2770.6,2765.4,2874.957142857143,38.1907042902043,2886.6833333333334,102.77032375371721
2015-04-09,2934.3,0,3,9,4,2,99,15,2015,0.43388373911755823,-0.900968867902419,0.9912685467787256,-0.13185851571739118,0.8660254037844387,-0.4999999999999998,2915.0999999999995,2920.9,2794.4,2787.8,2876.871428571428,41.10222319199659,2891.3466666666664,101.605928568691
2015-04-10,2967.8,0,4,10,4,2,100,15,2015,-0.433883739117558,-0.9009688679024191,0.9888537064205885,-0.1488903868564548,0.8660254037844387,-0.4999999999999998,2934.3,2858.1000000000004,2827.4,2798.2999999999997,2892.542857142857,52.174130507196416,2896.0266666666666,101.79222260258845
2015-04-11,2872.9,0,5,11,4,2,101,15,2015,-0.9749279121818236,-0.2225209339563146,0.986146248341595,-0.16587819893463143,0.8660254037844387,-0.4999999999999998,2967.8,2817.7,2841.5000000000005,2701.0,2900.4285714285716,42.19387101611878,2897.0733333333333,101.37279456997646
2015-04-12,2643.0000000000005,0,6,12,4,2,102,15,2015,-0.7818314824680299,0.6234898018587334,0.9831469737221499,-0.1828169249850199,0.8660254037844387,-0.4999999999999998,2872.9,2844.333333333333,2826.1,2704.45,2871.666666666667,106.46908784557394,2890.9700000000003,110.86110994085085
2015-04-13,2684.5,0,0,13,4,2,103,16,2015,0.0,1.0,0.9798567700958665,-0.1997015525660636,0.8660254037844387,-0.4999999999999998,2643.0000000000005,2870.9666666666667,2746.5,2707.9,2845.0285714285715,127.85261976570557,2888.9033333333336,114.17553513671042
2015-04-14,2689.6,0,1,14,4,2,104,16,2015,0.7818314824680298,0.6234898018587336,0.9762766110869321,-0.21652708524481437,0.8660254037844387,-0.4999999999999998,2684.5,2897.6,2726.0,2794.899999999999,2815.3142857142852,137.4114676021363,2887.69,116.14285039259805
2015-04-15,2759.8,0,2,15,4,2,105,16,2015,0.9749279121818236,-0.22252093395631434,0.9724075561219968,-0.23328854407545518,0.8660254037844387,-0.4999999999999998,2689.6,2915.0999999999995,2705.5,2808.8,2793.128571428572,131.00297343045483,2889.5,113.60094435957116
2015-04-16,2796.3,0,3,16,4,2,106,16,2015,0.43388373911755823,-0.900968867902419,0.9682507501166718,-0.2499809690726521,0.8660254037844387,-0.4999999999999998,2759.8,2934.3,2767.4,2834.9000000000005,2773.414285714286,115.70853366068569,2890.4633333333336,112.64837753685241
2015-04-17,2854.2000000000003,0,4,17,4,2,107,16,2015,-0.433883739117558,-0.9009688679024191,0.9638074231367307,-0.26659942067929354,0.8660254037844387,-0.4999999999999998,2796.3,2967.8,2825.3,2795.7,2757.1857142857148,88.72029885303917,2891.4266666666667,112.19456328472765
2015-04-18,2839.9,0,5,18,4,2,108,16,2015,-0.9749279121818236,-0.2225209339563146,0.9590788900341131,-0.28313898122818354,0.8660254037844387,-0.4999999999999998,2854.2000000000003,2872.9,2900.1,2756.4999999999995,2752.4714285714285,82.18275801095288,2889.4199999999996,112.57180853405421
2015-04-19,2912.7,1,6,19,4,2,109,16,2015,-0.7818314824680299,0.6234898018587334,0.9540665500578387,-0.2995947563972602,0.8660254037844387,-0.4999999999999998,2839.9,2643.0000000000005,2888.8,2813.9000000000005,2791.0,85.46157031087938,2890.2166666666667,112.6518108106861
2015-04-20,2985.5,0,0,20,4,2,110,17,2015,0.0,1.0,0.9487718864399473,-0.31596187665790293,0.8660254037844387,-0.4999999999999998,2912.7,2684.5,2901.6000000000004,2793.0000000000005,2834.0,97.78128655321352,2893.013333333334,113.97779228472115
2015-04-21,3006.15,1,1,21,4,2,111,17,2015,0.7818314824680298,0.6234898018587336,0.9431964659565866,-0.33223549871590435,0.8660254037844387,-0.4999999999999998,2985.5,2689.6,2847.9,2841.9999999999995,2879.221428571429,92.94846178189822,2898.288333333333,115.47011863634748
2015-04-22,3026.8,0,2,22,4,2,112,17,2015,0.9749279121818236,-0.22252093395631434,0.9373419384643772,-0.3484108069446808,0.8660254037844387,-0.4999999999999998,3006.15,2759.8,2972.6,2861.4,2917.3642857142854,90.52652794571856,2900.0950000000003,117.08561618013964
2015-04-23,2967.9666666666667,1,3,23,4,2,113,17,2015,0.43388373911755823,-0.900968867902419,0.9312100364121947,-0.3644830148102912,0.8660254037844387,-0.4999999999999998,3026.8,2796.3,3037.3,2859.0999999999995,2941.8880952380955,74.00949558340665,2897.7838888888887,114.94876190575012
2015-04-24,2909.1333333333337,1,4,24,4,2,114,17,2015,-0.433883739117558,-0.9009688679024191,0.9248025743285089,-0.38044736628785164,0.8660254037844387,-0.4999999999999998,2967.9666666666667,2854.2000000000003,3075.8,2849.4,2949.7357142857145,65.59599724449468,2892.228333333333,109.96809352221804
2015-04-25,2850.3,0,5,25,4,2,115,17,2015,-0.9749279121818236,-0.2225209339563146,0.9181214482844365,-0.39629913726891813,0.8660254037844387,-0.4999999999999998,2909.1333333333337,2839.9,3129.9999999999995,2768.4,2951.221428571429,62.749681063312046,2882.9049999999997,100.56930180962019
2015-04-26,2793.3,0,6,26,4,2,116,17,2015,-0.7818314824680299,0.6234898018587334,0.9111686353326631,-0.41203363695942635,0.8660254037844387,-0.4999999999999998,2850.3,2912.7,3059.1,2829.7,2934.164285714286,86.6446662399539,2874.045,96.12146402227123
2015-04-27,2900.6,0,0,27,4,2,117,18,2015,0.0,1.0,0.9039461929224011,-0.42764620926777464,0.8660254037844387,-0.4999999999999998,2793.3,2985.5,3040.0,2845.15,2922.035714285714,84.16776810533204,2869.3983333333335,91.05835571014522
2015-04-28,2934.2,0,1,28,4,2,118,18,2015,0.7818314824680298,0.6234898018587336,0.8964562582905575,-0.44313223418263453,0.8660254037844387,-0.4999999999999998,2900.6,3006.15,2899.5,2860.6000000000004,2911.7571428571428,76.19983890886941,2870.5550000000003,91.67222523898678
2015-04-29,2987.1,0,2,29,4,2,119,18,2015,0.9749279121818236,-0.22252093395631434,0.8887010478292915,-0.45848712914008766,0.8660254037844387,-0.4999999999999998,2934.2,3026.8,2849.5999999999995,2874.4,2906.085714285714,67.15035880643414,2875.1383333333333,93.99624464149794
2015-04-30,2992.5999999999995,0,3,30,4,2,120,18,2015,0.43388373911755823,-0.900968867902419,0.8806828564301475,-0.47370635037968,0.8660254037844387,-0.4999999999999998,2987.1,2967.9666666666667,2903.5999999999995,2908.0,2909.6047619047617,71.44205999626624,2878.1050000000005,96.30172940899926
2015-05-01,2982.0999999999995,1,4,1,5,2,121,18,2015,-0.433883739117558,-0.9009688679024191,0.8724040568049612,-0.48878539428899265,0.49999999999999994,-0.8660254037844387,2992.5999999999995,2909.1333333333337,2909.8000000000006,2900.2,2920.028571428571,76.50550555976095,2880.5150000000003,98.01175396221785
2015-05-02,2971.5999999999995,0,5,2,5,2,122,18,2015,-0.9749279121818236,-0.2225209339563146,0.8638670987837349,-0.503719798736334,0.49999999999999994,-0.8660254037844387,2982.0999999999995,2850.3,2920.9,2912.8000000000006,2937.357142857142,71.66372529956756,2882.205,99.16246848545896
2015-05-03,2910.8,0,6,3,5,2,123,18,2015,-0.7818314824680299,0.6234898018587334,0.8550745085896932,-0.518505144391157,0.49999999999999994,-0.8660254037844387,2971.5999999999995,2793.3,2858.1000000000004,2884.2,2954.1428571428573,38.285413111854155,2883.961666666667,99.1875107186708
2015-05-04,3006.4999999999995,0,0,4,5,2,124,19,2015,0.0,1.0,0.8460288880917339,-0.533137056031809,0.49999999999999994,-0.8660254037844387,2910.8,2900.6,2817.7,2927.600000000001,2969.2714285714283,34.31946553034141,2890.2549999999997,100.8145377324057
2015-05-05,3031.3,0,1,5,5,2,125,19,2015,0.7818314824680298,0.6234898018587336,0.8367329140344921,-0.5476112038402312,0.49999999999999994,-0.8660254037844387,3006.4999999999995,2934.2,2844.333333333333,2925.4,2983.1428571428573,37.277287863776614,2896.4872222222225,103.61787128984086
2015-05-06,3079.8,0,2,6,5,2,126,19,2015,0.9749279121818236,-0.22252093395631434,0.8271893372462497,-0.5619233046832195,0.49999999999999994,-0.8660254037844387,3031.3,2987.1,2870.9666666666667,2952.2,2996.3857142857146,52.340087522925806,2903.4483333333333,108.73279459174819
2015-05-07,3113.2,0,3,7,5,2,127,19,2015,0.43388373911755823,-0.900968867902419,0.8174009818249189,-0.5760691233798758,0.49999999999999994,-0.8660254037844387,3079.8,2992.5999999999995,2897.6,2941.8,3013.6142857142854,68.30127935776639,2910.635,115.26190735190013
2015-05-08,3157.1,0,4,8,5,2,128,19,2015,-0.433883739117558,-0.9009688679024191,0.8073707443023492,-0.5900444739548627,0.49999999999999994,-0.8660254037844387,3113.2,2982.0999999999995,2915.0999999999995,2954.100000000001,3038.6142857142854,84.86301566981037,2918.701666666667,123.74150447637292
2015-05-09,3168.8,0,5,9,5,2,129,19,2015,-0.9749279121818236,-0.2225209339563146,0.7971015927871943,-0.6038452208771035,0.49999999999999994,-0.8660254037844387,3157.1,2971.5999999999995,2934.3,2883.2,3066.785714285714,91.38963158864352,2926.5183333333334,131.89856316336062
2015-05-10,3062.0,0,6,10,5,2,130,19,2015,-0.7818314824680299,0.6234898018587334,0.7865965660866021,-0.6174672802835514,0.49999999999999994,-0.8660254037844387,3168.8,2910.8,2967.8,2952.500000000001,3088.3857142857137,61.288700115993166,2929.6583333333333,134.01942936499046
2015-05-11,3102.7000000000007,0,0,11,5,2,131,20,2015,0.0,1.0,0.7758587728069828,-0.6309066211876704,0.49999999999999994,-0.8660254037844387,3062.0,3006.4999999999995,2872.9,2998.2000000000007,3102.128571428572,49.52338552935542,2937.3183333333336,137.19312564111877
2015-05-12,3067.100000000001,0,1,12,5,2,132,20,2015,0.7818314824680298,0.6234898018587336,0.7648913904341226,-0.6441592666722685,0.49999999999999994,-0.8660254037844387,3102.7000000000007,3031.3,2643.0000000000005,2966.6,3107.2428571428572,42.31354618180415,2951.455,127.3146113056767
2015-05-13,2991.7000000000003,0,2,13,5,2,133,20,2015,0.9749279121818236,-0.22252093395631434,0.753697664392914,-0.6572212950663319,0.49999999999999994,-0.8660254037844387,3067.100000000001,3079.8,2684.5,2972.999999999999,3094.6571428571433,60.869884648701685,2961.6949999999997,117.04261783575524
2015-05-14,2978.399999999999,0,3,14,5,2,134,20,2015,0.43388373911755823,-0.900968867902419,0.742280907086982,-0.6700888411055113,0.49999999999999994,-0.8660254037844387,2991.7000000000003,3113.2,2689.6,2972.9,3075.4,73.94466399502147,2971.321666666667,105.16545977685165
2015-05-15,3005.4,0,4,15,5,2,135,20,2015,-0.433883739117558,-0.9009688679024191,0.7306444969184916,-0.6827580970759147,0.49999999999999994,-0.8660254037844387,2978.399999999999,3157.1,2759.8,2716.7000000000003,3053.7285714285717,68.00053221082548,2979.508333333333,97.40472196516525
2015-05-16,2954.0,0,5,16,5,2,136,20,2015,-0.9749279121818236,-0.2225209339563146,0.7187918772884232,-0.6952253139408722,0.49999999999999994,-0.8660254037844387,3005.4,3168.8,2796.3,2460.5000000000005,3023.0428571428574,54.555013736708105,2984.765,91.23654767266314
2015-05-17,2890.3,0,6,17,5,2,137,20,2015,-0.7818314824680299,0.6234898018587334,0.7067265555776158,-0.7074868024503348,0.49999999999999994,-0.8660254037844387,2954.0,3062.0,2854.2000000000003,2643.1000000000004,2998.514285714286,70.41418958733234,2985.9683333333332,89.6799093274144
2015-05-18,3009.3,0,0,18,5,2,138,21,2015,0.0,1.0,0.6944521021088763,-0.719538934232584,0.49999999999999994,-0.8660254037844387,2890.3,3102.7000000000007,2839.9,2716.2,2985.171428571429,54.41261233349246,2991.6150000000002,85.39643077931815
2015-05-19,3049.5,0,1,19,5,2,139,21,2015,0.7818314824680298,0.6234898018587336,0.6819721490904629,-0.7313781428679254,0.49999999999999994,-0.8660254037844387,3009.3,3067.100000000001,2912.7,2714.2000000000003,2982.657142857143,50.24277251982318,2996.175,84.68669424974836
2015-05-20,3044.3,0,2,20,5,2,140,21,2015,0.9749279121818236,-0.22252093395631434,0.6692903895412567,-0.7430009249440493,0.49999999999999994,-0.8660254037844387,3049.5,2991.7000000000003,2985.5,2765.6,2990.1714285714284,55.48097915161213,2998.1349999999998,85.11048829276646
2015-05-21,3162.8,0,3,21,5,2,141,21,2015,0.43388373911755823,-0.900968867902419,0.6564105761979381,-0.7544038410927472,0.49999999999999994,-0.8660254037844387,3044.3,2978.399999999999,3006.15,2768.5000000000005,3016.514285714286,84.92473979103032,3003.3566666666666,90.26826097082821
2015-05-22,3201.2000000000003,0,4,22,5,2,142,21,2015,-0.433883739117558,-0.9009688679024191,0.6433365204044917,-0.765583517007675,0.49999999999999994,-0.8660254037844387,3162.8,3005.4,3026.8,2787.7000000000007,3044.4857142857145,109.37835600294869,3009.1699999999996,97.18112463166192
2015-05-23,3181.4,0,5,23,5,2,143,21,2015,-0.9749279121818236,-0.2225209339563146,0.6300720909843687,-0.7765366444428655,0.49999999999999994,-0.8660254037844387,3201.2000000000003,2954.0,2967.9666666666667,2776.9999999999995,3076.9714285714285,111.76788021440838,3016.2844444444445,101.76510430723239
2015-05-24,3087.600000000001,0,6,24,5,2,144,21,2015,-0.7818314824680299,0.6234898018587334,0.6166212130956382,-0.7872599821916922,0.49999999999999994,-0.8660254037844387,3181.4,2890.3,2909.1333333333337,2708.199999999999,3105.1571428571433,76.00225560564897,3022.233333333333,100.49375116388525
2015-05-25,3176.2000000000007,0,0,25,5,2,145,22,2015,0.0,1.0,0.6029878670694714,-0.7977503570459932,0.49999999999999994,-0.8660254037844387,3087.600000000001,3009.3,2850.3,2744.5,3129.0000000000005,66.50461136896521,3033.096666666667,98.86862227858164
2015-05-26,3213.3500000000004,1,1,26,5,2,146,22,2015,0.7818314824680298,0.6234898018587336,0.5891760872322963,-0.8080046647350754,0.49999999999999994,-0.8660254037844387,3176.2000000000007,3049.5,2793.3,2749.8,3152.4071428571433,62.578739924036164,3047.0983333333334,93.3260048795737
2015-05-27,3250.5000000000005,0,2,27,5,2,147,22,2015,0.9749279121818236,-0.22252093395631434,0.5751899607119775,-0.8180198708443175,0.49999999999999994,-0.8660254037844387,3213.3500000000004,3044.3,2900.6,2774.2000000000003,3181.8642857142863,50.59246250093979,3058.7616666666663,96.20596232449584
2015-05-28,3185.5,0,3,28,5,2,148,22,2015,0.43388373911755823,-0.900968867902419,0.5610336262283677,-0.8277930117131022,0.49999999999999994,-0.8660254037844387,3250.5000000000005,3162.8,2934.2,2798.6000000000004,3185.1071428571427,49.8894480207367,3067.1383333333333,95.92633100398363
2015-05-29,3231.999999999998,0,4,29,5,2,149,22,2015,-0.433883739117558,-0.9009688679024191,0.5467112728685939,-0.8373211953118121,0.49999999999999994,-0.8660254037844387,3185.5,3201.2000000000003,2987.1,2823.0,3189.5071428571428,52.81758252527089,3075.3016666666667,99.24334467683212
2015-05-30,3185.3,0,5,30,5,2,150,22,2015,-0.9749279121818236,-0.2225209339563146,0.5322271388474397,-0.8466016020976267,0.49999999999999994,-0.8660254037844387,3231.999999999998,3181.4,2992.5999999999995,2871.8,3190.0642857142857,52.73832188496689,3081.725,99.93968763106069
2015-05-31,3051.7999999999997,0,6,31,5,2,151,22,2015,-0.7818314824680299,0.6234898018587334,0.5175855102531889,-0.8556314858488706,0.49999999999999994,-0.8660254037844387,3185.3,3087.600000000001,2982.0999999999995,2896.2,3184.95,64.70828772270421,3084.048333333333,98.34119395330636
2015-06-01,2989.2000000000003,0,0,1,6,2,152,23,2015,0.0,1.0,0.5027907197793043,-0.8644081744776648,1.2246467991473532e-16,-1.0,3051.7999999999997,3176.2000000000007,2971.5999999999995,2920.6,3158.235714285714,98.63138747499238,3084.635,97.69762919334786
2015-06-02,2988.4,0,1,2,6,2,153,23,2015,0.7818314824680298,0.6234898018587336,0.4878471454423119,-0.8729290708206411,1.2246467991473532e-16,-1.0,2989.2000000000003,3213.3500000000004,2910.8,2945.0,3126.1,113.24498517228172,3087.2216666666664,93.88948353152772
2015-06-03,3009.0,0,2,3,6,2,154,23,2015,0.9749279121818236,-0.22252093395631434,0.47275920928627757,-0.881191653407483,1.2246467991473532e-16,-1.0,2988.4,3250.5000000000005,3006.4999999999995,2948.9434782608696,3091.5999999999995,105.55556198831928,3087.305,93.81644803772264
2015-06-04,3048.8000000000006,0,3,4,6,2,155,23,2015,0.43388373911755823,-0.900968867902419,0.4575313760742512,-0.8891934772070711,1.2246467991473532e-16,-1.0,3009.0,3185.5,3031.3,2952.886956521739,3072.071428571428,97.63617352680004,3087.8883333333333,93.51011717653196
2015-06-05,3061.4999999999995,0,4,5,6,2,156,23,2015,-0.433883739117558,-0.9009688679024191,0.44216815196707204,-0.8969321743510065,1.2246467991473532e-16,-1.0,3048.8000000000006,3231.999999999998,3079.8,2956.830434782609,3047.714285714286,67.79706061898479,3087.2783333333336,93.62431868297622
2015-06-06,3073.7000000000003,0,5,6,6,2,157,23,2015,-0.9749279121818236,-0.2225209339563146,0.42667408318992467,-0.9044054548343001,1.2246467991473532e-16,-1.0,3061.4999999999995,3185.3,3113.2,3023.869565217392,3031.7714285714287,35.46090402525597,3085.961666666667,93.52490142621116
2015-06-07,3010.7,0,6,7,6,2,158,23,2015,-0.7818314824680299,0.6234898018587334,0.4110537546870351,-0.9116111071930239,1.2246467991473532e-16,-1.0,3073.7000000000003,3051.7999999999997,3157.1,3027.8130434782615,3025.9000000000005,34.991427521646564,3081.081666666667,93.50447756505302
2015-06-08,3106.7,0,0,8,6,2,159,24,2015,0.0,1.0,0.3953117887649151,-0.9185469991587165,1.2246467991473532e-16,-1.0,3010.7,2989.2000000000003,3168.8,3031.756521739131,3042.6857142857148,41.94406706445599,3079.0116666666668,92.17352047327702
2015-06-09,3135.3,0,1,9,6,2,160,24,2015,0.7818314824680298,0.6234898018587336,0.37945284372454435,-0.925211078289358,1.2246467991473532e-16,-1.0,3106.7,2988.4,3062.0,3035.7000000000007,3063.671428571429,46.73238399962876,3081.4550000000004,92.67716710023565
2015-06-10,3164.2,0,2,10,6,2,161,24,2015,0.9749279121818236,-0.22252093395631434,0.36348161248290634,-0.9316013725767187,1.2246467991473532e-16,-1.0,3135.3,3009.0,3102.7000000000007,2998.7000000000003,3085.842857142857,52.882758915164935,3083.505,93.83624249283055
2015-06-11,3143.0999999999995,0,3,11,6,2,162,24,2015,0.43388373911755823,-0.900968867902419,0.3474028211842774,-0.9377159910299093,1.2246467991473532e-16,-1.0,3164.2,3048.8000000000006,3067.100000000001,2879.9999999999995,3099.3142857142857,53.87542508950473,3086.038333333333,94.40227174660814
2015-06-12,3098.9999999999995,0,4,12,6,2,163,24,2015,-0.433883739117558,-0.9009688679024191,0.3312212278016865,-0.9435531242349544,1.2246467991473532e-16,-1.0,3143.0999999999995,3061.4999999999995,2991.7000000000003,2938.7000000000003,3104.671428571429,51.29108805912752,3089.615,92.7224976884637
2015-06-13,2952.4000000000005,0,5,13,6,2,164,24,2015,-0.9749279121818236,-0.2225209339563146,0.31494162072895193,-0.9491110448902284,1.2246467991473532e-16,-1.0,3098.9999999999995,3073.7000000000003,2978.399999999999,3018.7,3087.3428571428567,77.3628433022776,3088.7483333333334,93.91174000581861
2015-06-14,2775.2000000000007,0,6,14,6,2,165,24,2015,-0.7818314824680299,0.6234898018587334,0.2985688173637202,-0.9543881083175908,1.2246467991473532e-16,-1.0,2952.4000000000005,3010.7,3005.4,3020.3,3053.7,141.15369873534823,3081.075,109.12856128407392
2015-06-15,2895.75,1,0,15,6,2,166,25,2015,0.0,1.0,0.2821076626819194,-0.9593827529490743,1.2246467991473532e-16,-1.0,2775.2000000000007,3106.7,2954.0,3007.6000000000004,3023.5642857142852,150.18226347311196,3079.133333333333,111.94925600262403
2015-06-16,3016.2999999999997,0,1,16,6,2,167,25,2015,0.7818314824680298,0.6234898018587336,0.26556302780405594,-0.9640935007889755,1.2246467991473532e-16,-1.0,2895.75,3135.3,2890.3,2879.2,3006.5642857142852,141.93494611466795,3083.3333333333335,106.86879510791239
2015-06-17,3047.2000000000003,0,2,17,6,2,168,25,2015,0.9749279121818236,-0.22252093395631434,0.24893980855376657,-0.9685189578512204,1.2246467991473532e-16,-1.0,3016.2999999999997,3164.2,3009.3,2917.8,2989.85,126.30640324228264,3084.5966666666664,106.18527150720269
2015-06-18,3064.5999999999995,0,3,18,6,2,169,25,2015,0.43388373911755823,-0.900968867902419,0.23224292400907015,-0.9726578145718654,1.2246467991473532e-16,-1.0,3047.2000000000003,3143.0999999999995,3049.5,2843.4,2978.6357142857146,113.24127896622667,3085.1,106.04887211028203
2015-06-19,3037.5999999999995,0,4,19,6,2,170,25,2015,-0.433883739117558,-0.9009688679024191,0.21547731504673012,-0.976508846196619,1.2246467991473532e-16,-1.0,3064.5999999999995,3098.9999999999995,3044.3,2951.9,2969.8642857142854,104.39682591873515,3084.8766666666666,106.14476917394182
2015-06-20,2999.3,0,5,20,6,2,171,25,2015,-0.9749279121818236,-0.2225209339563146,0.19864794288017112,-0.9800709131432666,1.2246467991473532e-16,-1.0,3037.5999999999995,2952.4000000000005,3162.8,3026.8,2976.5642857142857,104.59398769483244,3079.4266666666667,106.20326861433524
2015-06-21,2848.699999999999,0,6,21,6,2,172,25,2015,-0.7818314824680299,0.6234898018587334,0.18175978759137534,-0.9833429613388902,1.2246467991473532e-16,-1.0,2999.3,2775.2000000000007,3201.2000000000003,3048.2999999999997,2987.0642857142857,82.32999005166317,3067.6766666666667,111.62731538575413
2015-06-22,2918.200000000001,0,0,22,6,2,173,26,2015,0.0,1.0,0.16481784665719793,-0.9863240225317866,1.2246467991473532e-16,-1.0,2848.699999999999,2895.75,3181.4,3036.4,2990.2714285714287,78.52956373847103,3058.903333333333,112.7187841437762
2015-06-23,2949.7,0,1,23,6,2,174,26,2015,0.7818314824680298,0.6234898018587336,0.14782713347053048,-0.9890132145779883,1.2246467991473532e-16,-1.0,2918.200000000001,3016.2999999999997,3087.600000000001,3097.1,2980.7571428571423,78.88415255177453,3054.306666666667,114.30874610799562
2015-06-24,2860.9,0,2,24,6,2,175,26,2015,0.9749279121818236,-0.22252093395631434,0.13079267585675922,-0.9914097417023038,1.2246467991473532e-16,-1.0,2949.7,3047.2000000000003,3176.2000000000007,3110.8,2954.1428571428573,83.99315164828238,3043.7966666666666,117.17398567745619
2015-06-25,2802.6,0,3,25,6,2,176,26,2015,0.43388373911755823,-0.900968867902419,0.11371951458594969,-0.9935128947338007,1.2246467991473532e-16,-1.0,2860.9,3064.5999999999995,3213.3500000000004,3041.399999999999,2916.714285714286,84.93847633379255,3030.1050000000005,120.62569517398533
2015-06-26,2941.3,0,4,26,6,2,177,26,2015,-0.433883739117558,-0.9009688679024191,0.0966127018812031,-0.9953220513156602,1.2246467991473532e-16,-1.0,2802.6,3037.5999999999995,3250.5000000000005,3119.1000000000004,2902.957142857143,68.25632710948891,3019.798333333333,114.18251306671307
2015-06-27,3005.7000000000003,0,5,27,6,2,178,26,2015,-0.9749279121818236,-0.2225209339563146,0.07947729992362097,-0.9968366760893436,1.2246467991473532e-16,-1.0,2941.3,2999.3,3185.5,3156.8,2903.871428571429,69.78759952613655,3013.8050000000003,109.820521565401
2015-06-28,2977.2000000000003,0,6,28,6,2,179,26,2015,-0.7818314824680299,0.6234898018587334,0.062318379354325076,-0.998056320853012,1.2246467991473532e-16,-1.0,3005.7000000000003,2848.699999999999,3231.999999999998,3124.4,2922.2285714285713,69.75690442018792,3005.311666666667,101.93348548266054
